Asset,Strategy,LeverageType,Criteria,ExposureBull,ExposureOscillate,ExposureBear,VolTarget,TotalReturn,AnnualReturn,Vol,Sharpe,MDD,Calmar
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.5,0.5,0.5,0.15,0.5509873260086269,0.164559120379435,0.32291672726286896,0.44766686942716744,-0.32735394073293833,0.5026947896548631
688_CHIP,专业策略 (静态融资),margin_static,,0.5,0.5,0.5,0.15,0.5679706572472758,0.1689696852837439,0.3227510478312198,0.46156220494021905,-0.32639107282403984,0.5176908909357238
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.5,0.5,0.5,0.25,0.5314862912252396,0.15945564307847393,0.3231078625258705,0.4316070862166285,-0.3273539407329388,0.48710469995093386
688_CHIP,专业策略 (静态融资),margin_static,,0.5,0.5,0.5,0.25,0.547625691602269,0.1636823714716209,0.3229424692624283,0.44491630908681223,-0.3263910728240407,0.5014915697766741
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.5,0.5,0.5,0.35,0.5403829238904057,0.16178914878877038,0.323903983476526,0.4377505557879196,-0.31706929572446074,0.5102643206719336
688_CHIP,专业策略 (静态融资),margin_static,,0.5,0.5,0.5,0.35,0.5553316523855816,0.1656903297091663,0.3237398087961304,0.45002290651537485,-0.3161393122705267,0.5241054284554836
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.5,0.5,0.5,0.45,0.6338685491916252,0.18579399264166585,0.32551443389615703,0.5093291583332864,-0.28266643818101034,0.6572905996101648
688_CHIP,专业策略 (静态融资),margin_static,,0.5,0.5,0.5,0.45,0.6481991117043215,0.1893938062066285,0.325352972990085,0.520646252744679,-0.28178277252612505,0.6721269881361152
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.0,0.15,0.5470625546224881,0.1635353779865507,0.31765657637688777,0.4518570955579755,-0.2976610498979947,0.5494013343116023
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.0,0.15,0.5701947681065309,0.16954497243940958,0.31764246691012543,0.47079653389583526,-0.29598190566796256,0.5728220853798001
